id,content,买方,卖方,标的
1205923554,保定天威保变电气股份有限公司关于收购保定多田冷却设备有限公司股权的51%公告。重要内容提示：交易简要内容：公司拟收购保定多田冷却设备有限公司（以下简称“保定多田”）三个日方股东三菱电机株式会社持有的10%股权、三菱电机（中国）有限公司持有的10%股权和多田电机株式会社持有的31%股权本次交易未构成关联交易本次交易未构成重大资产重组交易实施不存在重大法律障碍本次交易已经公司第七届董事会第十三次会议审议通过，无需提交公司股东大会审议。一、交易概述（一）本次交易的基本情况保定多田为保定天威保变电气股份有限公司（以下简称“公司”、“本公司”或“保变电气”）子公司，主要为公司变压器产品提供片式散热器、冷却器设备，本公司持有其49%股权。为了进一步提高管控能力，加强公司变压器产品配套零部件管理，公司拟收购保定多田三个日方股东三菱电机株式会社持有的10%股权、三菱电机（中国）有限公司持有的10%股权和多田电机株式会社持有的31%股权，收1购完成后，保定多田将成为本公司全资子公司。,保定天威保变电气股份有限公司,三菱电机株式会社、三菱电机（中国）有限公司、多田电机株式会社,保定多田冷却设备有限公司
1205923569,永高股份有限公司永高股份有限公司关于香港控股子公司收购境外公司股权的公告。本公司及董事会全体成员保证本公告信息披露内容的真实、准确和完整，没有虚假记载、误导性陈述或重大遗漏一、交易概述1、为进一步推进永高股份有限公司（以下简称“公司”或“永高股份”）的国际化布局进程，使公司能更好地贴近客户需求，更好地拓展海外市场，提高公司海外市场竞争力及提升公司品牌的国际知名度，近日，公司控股子公司公元（香港）投资有限公司（以下简称“公元香港”、“买方”）与番禺珠江钢管有限公司（以下简称“珠江钢管”、“卖方”）签订《关于PCKSteelMiddleEastFZE公司的股权收购协议》。公元香港拟以人民币913万元收购珠江钢管持有的PCKSteelMiddleEastFZE（以下简称“PCK”）100%股权。本次交易的资金为自有资金。本次收购完成后，PCK公司将成为控股子公司香港公元的全资子公司。2、根据《深圳证券交易所股票上市规则》、《公司章程》等相关规定，本次交易事项已经公司董事长审批通过，在公司董事长的审批权限范围内，无需提交公司董事会和股东大会进行审议。3、本次交易不涉及关联交易，也不构成《上市公,公元（香港）投资有限公司,番禺珠江钢管有限公司,PCKSteelMiddleEastFZE
1205931212,"恒康医疗集团股份有限公司恒康医疗集团股份有限公司关于出售控股子公司股权的公告。一、本次交易概况2019年3月22日，恒康医疗集团股份有限公司（以下简称“恒康医疗”或“公司”）与四川东方智慧医疗管理有限公司（以下简称“智慧医疗”）、广安福源医院有限责任公司（以下简称“福源医院”或“标的公司”）及四川永道医疗投资管理有限责任公司（以下简称“永道医疗”）签署了《股权转让协议》（以下简称“协议”），公司拟向智慧医疗转让其持有的福源医院70.0005%股权，经交易双方协商一致确定本次交易智慧医疗需向公司支付交易对价为人民币14,100万元。由于前期公司从标的公司借款1,301.78万元，全资子公司永道医疗从标的公司借款10,400万元，针对公司及永道医疗对标的公司的上述债务，智慧医疗同意承担全部债务偿还义务，标的公司作为上述所列各项债务之合法债权人，同意上述债务转移行为。鉴于本协议约定之债务转移行为，智慧医疗从应支付给公司的股权转让款中扣除其应向标的公司偿还的11,701.78万元借款后，应向公司支付2,398.22万元的剩余股权转让价款。本次交易不构成关联交易，不构成《上市公司收购管理办法》所",四川东方智慧医疗管理有限公司,恒康医疗集团股份有限公司,广安福源医院有限责任公司
1205933239,天津鑫茂科技股份有限公司拟股权收购涉及的富通光纤光缆（成都）有限公司股东全部权益价值资产评估说明万隆评报字（2018）第10028号万隆（上海）资产评估有限公司二○一八年七月十六日目录第一部分关于资产评估说明使用范围的声明。1-1第二部分企业关于进行资产评估有关事项的说明。2-1第三部分资产评估说明。3-1第一章评估对象与评估范围说明。3-1一、评估对象,天津鑫茂科技股份有限公司,富通光纤光缆（成都）有限公司,富通光纤光缆（成都）有限公司
1205936846,"上海康达化工新材料股份有限公司关于收购北京航天恒容电磁科技有限公司61%股权的公告。本重要内容提示根据《深圳证券交易所股票上市规则》和《公司章程》等有关规定，此次股权收购事项尚未达到公司董事会审议的额度，不构成关联交易，亦不构成《上市公司重大资产重组管理办法》规定的重大资产重组，无需提交董事会和股东大会审议。本次交易不存在重大法律障碍。一、交易概述上海康达化工新材料股份有限公司（以下简称“公司”或“康达新材”）与航天工业发展股份有限公司(以下简称“航天发展”)、北京航宇恒达科技中心(有限合伙)(以下简称“航宇恒达”)以及北京航天恒容电磁科技有限公司（以下简称“航天恒容”或“标的公司”）于2019年3月25日在上海签署了《股权转让协议》，公司以自有资金3,056.1万元，现金出资方式收购航天恒容61%的股权。本次交易完成后，航天恒容将纳入公司合并报表范围。根据《深圳证券交易所股票上市规则》和《公司章程》等有关规定，此次股权收购事项尚未达到公司董事会审议的额度，不构成关联交易，亦不构成《上市公司重",上海康达化工新材料股份有限公司,航天工业发展股份有限公司、北京航宇恒达科技中心,北京航天恒容电磁科技有限公司
1205937021,"红相股份有限公司关于收购浙江涵普电力科技有限公司剩余49%股权的公告。本特别提示：1、本交易不构成关联交易，不构成《上市公司重大资产重组管理办法》规定的重大资产重组。2、本次交易在公司董事会权限范围内，无需提交公司股东大会审议。一、交易概述为提高子公司决策效率、优化决策流程，并基于子公司长期发展需要，公司拟以人民币218,953,560.00元收购控股子公司浙江涵普电力科技有限公司（以下简称“涵普电力”）剩余49%股权，资金来源为自筹资金。本次收购完成后，涵普电力将变为公司的全资子公司。2019年3月25日，公司召开第四届董事会第十四次会议、第四届监事会第十四次会议审议通过《关于公司收购浙江涵普电力科技有限公司剩余49%股权的议案》。公司独立董事出具了《关于公司第四届董事会第十四次会议相关事项的独立意见》，对本次交易相关事项出具了同意意见。根据《深圳证券交易所创业板股票上市规则》及《公司章程》等相关规定，本次交易在公司董事会审批权限范围内，无需提交公司股东大会审议。本次交易不构成关联交易，也不构成",红相股份有限公司,浙江涵普电力科技有限公司,浙江涵普电力科技有限公司
1205938254,安徽江南化工股份有限公司关于全资子公司收购孙公司少数股东股权的公告。本一、交易概述1、安徽江南化工股份有限公司（以下简称“公司”）之全资子公司浙江盾安新能源发展有限公司（以下简称“盾安新能源”）拟与其控股公司内蒙古大漠风电有限责任公司（以下简称“大漠风电”或“标的公司”）少数股东（香港）联越集团有限公司（以下简称“联越集团”）签订《股权转让协议》，购买联越集团持有大漠风电的29%的股权，本次收购完成后，盾安新能源将实现对大漠风电的100%控股。2、本次交易已经公司第五届董事会第十三次会议审议通过。根据《股票上市规则》和《公司章程》的规定，本次交易无需提交公司股东大会审议。3、本次交易事项不构成关联交易，不构成《上市公司重大资产重组管理办法》规定的重大资产重组。4、公司董事会授权公司经营层办理相关投资事项，并签署相关决议、协议等法律文件。,浙江盾安新能源发展有限公司,（香港）联越集团有限公司,内蒙古大漠风电有限责任公司
1205938270,上海晨光文具股份有限公司关于收购安硕文教用品（上海）股份有限公司56%股权的公告。重要内容提示：上海晨光文具股份有限公司（以下简称“晨光文具”、“本公司”或“公司”）通过协议收购安硕文教用品（上海）股份有限公司（以下简称“上海安硕”、“标的公司”）56%的股权，合计转让价格为人民币1.932亿元（以下简称“本次交易”）。资金来源于自有资金。本次收购完成后，上海安硕将成为公司的控股子公司。本次交易未构成关联交易。本次交易未构成重大资产重组。交易实施不存在重大法律障碍。本次交易已于2019年3月22日经公司第四届董事会第十五次会议审议通过，无需提交股东大会审议。收购后可能存在经营管理整合风险和盈利能力波动风险，敬请投资者注意。一、交易概述（一）本次交易基本情况为了进一步提升公司竞争力，加快产业布局，做大做强学生文具主业，实现公司的“强商品”战略，公司在2019年3月22日与标的公司及其股东懿琳投资（上海）有限公司、倍林投资（上海）有限公司及HightonLimited，实际控制人徐沛枫先生、1AndreFrancisViegas先生签订了《有关安硕文教用品（上海）股份有限公司之股,上海晨光文具股份有限公司,安硕文教用品（上海）股份有限公司,安硕文教用品（上海）股份有限公司
1205942253,"上海康达化工新材料股份有限公司关于收购北京航天恒容电磁科技有限公司61%股权的公告。本重要内容提示根据《深圳证券交易所股票上市规则》和《公司章程》等有关规定，此次股权收购事项尚未达到公司董事会审议的额度，不构成关联交易，亦不构成《上市公司重大资产重组管理办法》规定的重大资产重组，无需提交董事会和股东大会审议。本次交易不存在重大法律障碍。一、交易概述上海康达化工新材料股份有限公司（以下简称“公司”或“康达新材”）与航天工业发展股份有限公司(以下简称“航天发展”)、北京航宇恒达科技中心(有限合伙)(以下简称“航宇恒达”)以及北京航天恒容电磁科技有限公司（以下简称“航天恒容”或“标的公司”）于2019年3月25日在上海签署了《股权转让协议》，公司以自有资金3,056.1万元，现金出资方式收购航天恒容61%的股权。本次交易完成后，航天恒容将纳入公司合并报表范围。根据《深圳证券交易所股票上市规则》和《公司章程》等有关规定，此次股权收购事项尚未达到公司董事会审议的额度，不构成关联交易，亦不构成《上市公司重",上海康达化工新材料股份有限公司,航天工业发展股份有限公司、北京航宇恒达科技中心,北京航天恒容电磁科技有限公司
1205942484,"浙江华统肉制品股份有限公司关于收购杭州临安深山坞里肉类有限公司90%股权的公告。一、交易概述1、本次交易基本情况2019年3月26日，浙江华统肉制品股份有限公司（以下简称“公司”）与杭州临安深山坞里肉类有限公司（以下简称“临安深山坞里”）股东杭州临安天目肉类加工有限公司（以下简称“临安天目”）、潘向宇、徐烈、周永林、陈菊铭共同签署了《股权转让协议》，公司拟以自有资金合计1,107万元人民币收购上述股东合计持有的临安深山坞里90%的股权。2、2019年3月26日，公司第三届董事会第十九次会议审议通过了《关于公司收购杭州临安深山坞里肉类有限公司90%股权的议案》。3、本次收购在董事会审批权限范围内，无需提交股东大会审议批准。本次交易不构成关联交易，也不构成《上市公司重大资产重组管理办法》规定的重大资产重组。",浙江华统肉制品股份有限公司,杭州临安天目肉类加工有限公司,杭州临安深山坞里肉类有限公司
1205942668,江苏中南建设集团股份有限公司关于收购标的公司股权及相关权益的公告。一、交易概述为了加快公司在西安发展，日前公司全资子公司西安中南嘉丰置业有限公司（以下简称“西安嘉丰”）与陕西铁建商业管理有限公司（以下简称“陕西铁建”）签署协议，拟以综合对价36.5亿元收购陕西铁建持有的西安莱恒置业有限公司（以下简称“西安莱恒”）、西安莱嘉置业有限公司（以下简称“西安莱嘉）”及西安莱鼎置业有限公司（以下简称“西安莱鼎”）100%的股权及相关权益。标的公司持有的主要资产情况如下：标的公司占地面积规划建筑面积名称权益比例（万㎡）（万㎡）西安市凤城五路以南地块土地使用权100%15.450.0本次交易不构成关联交易，不构成《上市公司重大资产重组管理办法》规定的重大资产重组。,西安中南嘉丰置业有限公司,陕西铁建商业管理有限公司,西安莱恒置业有限公司、西安莱嘉置业有限公司、西安莱鼎置业有限公司
1205948254,"深圳市金证科技股份有限公司关于出售子公司北京联龙博通电子商务技术有限公司部分股权的进展公告。一、交易概述深圳市金证科技股份有限公司（以下简称“公司”）与北京联龙科金科技有限公司（以下简称“联龙科金”）签署《关于北京联龙博通电子商务技术有限公司之附生效条件的股权转让协议》（以下简称“《股权转让协议》”），将所持有的全资子公司北京联龙博通电子商务技术有限公司（以下简称“联龙博通”）的60%股权（以下简称“标的股权”）以22,145万元的价格转让给联龙科金。该交易事项经公司第六届董事会2018年第十一次会议审议通过，独立董事就此发表同意意见。具体内容详见公司于2018年6月9日在《中国证券报》、《上海证券报》、《证券时报》及上海证券交易所网站",北京联龙科金科技有限公司,深圳市金证科技股份有限公司,北京联龙博通电子商务技术有限公司
1205950192,"淮北矿业控股股份有限公司关于全资子公司收购华塑物流股权暨关联交易的公告。重要内容提示：淮北矿业控股股份有限公司（以下简称“淮北矿业”或“公司”）全资子公司淮北矿业股份有限公司（以下简称“淮矿股份”）拟收购淮北矿业集团（滁州）华塑物流有限公司（以下简称“华塑物流”）100%股权。本次关联交易尚需提交公司股东大会审议。一、收购股权暨关联交易概述本次淮矿股份拟以自有资金17,924.63万元收购华塑物流100%股权，其中控股股东淮北矿业（集团）有限责任公司（以下简称“淮北矿业集团”）持有华塑物流60%股权，淮北矿业集团控股子公司安徽华塑股份有限公司（以下简称“华塑股份”）持有华塑物流40%股权，股权收购价格以评估价值为基础。根据《上海证券交易所股票上市规则》《上海证券交易所上市公司关联交易实施指引》等相关规定，淮北矿业集团、华塑股份和华塑物流为公司关联方，本次交易构成关联交易，但不构成《上市公司重大资产重组管理办法》规定的重大资产重组。根据《上海证券交易所股票上市规则》《公司章程》等规定，本次关联交易尚需提交公司股东大会审议。",淮北矿业股份有限公司,淮北矿业（集团）有限责任公司、安徽华塑股份有限公司,淮北矿业集团（滁州）华塑物流有限公司
1205957047,"上海雅运纺织化工股份有限公司关于收购浙江震东新材料有限公司股权的公告。51%重要内容提示：上海雅运纺织化工股份有限公司（以下简称“公司”或“雅运股份”）以0元的价格受让绍兴震东科技有限公司（以下简称“震东科技”）持有的浙江震东新材料有限公司（以下简称“震东新材料”或“目标公司”）51%的股权（认缴出资额5,100万元、实缴出资额0元，以下简称“标的股权”）本次交易未构成关联交易、未构成重大资产重组本次交易实施不存在重大法律障碍本次交易无需提交公司股东大会审议一、交易概述公司于2019年3月28日与震东科技签订《浙江震东新材料有限公司股权转让协议》，公司以0元的价格受让震东科技持有的震东新材料51%的股权，并承担标的股权未实缴部分的出资缴纳义务。本次交易完成后，公司持有震东新材料51%的股权，并将其纳入公司的合并报表范围。公司于2019年3月28日召开第三届董事会第十八次会议，审议通过了《关于收购浙江震东新材料有限公司51%股权的议案》。本次董事会仅审议一项议案，经出席本次会议的有表决权的董事表决，以同意9票、反对0票、弃权0票、1回避0票的结果通过本项议案。本次交易不构成关联交易",上海雅运纺织化工股份有限公司,绍兴震东科技有限公司,浙江震东新材料有限公司
1205957982,"江苏中超控股股份有限公司关于收购控股子公司股东股权暨关联交易的公告。一、关联交易情况概述1、基本情况江苏中超控股股份有限公司（以下简称“公司”）于2019年3月28日召开第四届董事会第十五次会议，审议通过《关于收购控股子公司股东股权暨关联交易的议案》，同意公司以现金方式收购陆泉林持有的江苏长峰电缆有限公司（以下简称“长峰电缆”）10%股权，周春妹持有的长峰电缆5%股权，陆亚军持有的长峰电缆10%股权，交易金额为9,002.065万元。上述交易完成后，公司将持有长峰电缆90%股权。陆亚军为公司监事，陆泉林、周春妹为陆亚军父母，按照《深圳证券交易所股票上市规则》规定，陆亚军、陆泉林、周春妹为公司的关联自然人，本事项属于关联交易。2、董事会审议情况2019年3月28日，公司召开第四届董事会第十五次会议以7票同意、0票反对、0票弃权审议通过了《关于收购控股子公司股东股权暨关联交易的议案》。公司独立董事也就该关联交易进行了事前审核，并发表了独立意见。根据《公司章程》、《中小企业板上市公司规范运作指引》和《关联交易管理办法》等的规定，本次关联交易事项属于公司股东大会审批权限，需提交股东大会审议。3",江苏中超控股股份有限公司,陆泉林,江苏长峰电缆有限公司
1205965249,"常熟市汽车饰件股份有限公司关于收购天津安通林汽车饰件有限公司部分股权的进展公告。本常熟市汽车饰件股份有限公司（以下简称“公司”）于2019年1月23日召开的第三届董事会第四次会议审议通过了《关于收购参股公司天津安通林汽车饰件有限公司部分股权的议案》，同意公司以5,462.50万元人民币收购安通林（中国）投资有限公司持有的天津安通林汽车饰件有限公司（以下简称“天津安通林”）50%的股权。本次交易完成后，公司将持有天津安通林90%的股权，安通林（中国）投资有限公司将持有天津安通林10%的股权。详见公司分别于2019年1月24日、1月25日披露的《常熟市汽车饰件股份有限公司关于收购参股公司天津安通林汽车饰件有限公司部分股权的公告》及《常熟汽饰关于收购参股公司天津安通林汽车饰件有限公司部分股权的补充公告》了关于上述收购事项的《股权转让协议》。一、协议主要内容协议双方：甲方：安通林（中国）投资有限公司，统一社会信用代码：1310000336412447A；乙方：常熟市",常熟市汽车饰件股份有限公司,安通林（中国）投资有限公司,天津安通林汽车饰件有限公司
1205967873,"宁波高发汽车控制系统股份有限公司关于转让控股子公司股权暨出售资产的公告。重要内容提示：宁波高发汽车控制系统股份有限公司（以下简称“公司”）转让持有的宁波市海曙雪利曼电子仪表有限公司（以下简称“雪利曼电子”）80%的股权、宁波市海曙雪利曼软件有限公司（以下简称“雪利曼软件”）35.55%的股权。本次交易未构成关联交易。本次交易未构成重大资产重组。交易实施不存在重大法律障碍。本次交易虽属于董事会审议权限，董事会同意提交股东大会审议。本次股权转让事项将导致公司合并报表范围发生变化，股权交割后，雪利曼电子和雪利曼软件将不再纳入公司合并报表范围；本次股权转让将对公司2018年度损益产生不利影响，预计影响额为：4,750万元~5,250万元，敬请投资者注意投资风险。一、交易概述2019年3月28日，公司与童卫明、童林辉等签署了《股权转让协议》，公司拟转让持有的控股子公司雪利曼电子80%的股权、雪利曼软件35.55%的股权。受让方为童卫明、童林辉，其中童卫明为雪利曼电子和雪利曼软件的股东，并为雪利曼电子和雪利曼软件的法定代表人，其与童林辉为父子关系。本次股权转让前，标的公司的股权结构如下：",童卫明、童林辉,宁波高发汽车控制系统股份有限公司,宁波市海曙雪利曼电子仪表有限公司
1205974036,"广东顺德联佳材料股份有限公司收购控股子公司股权资产公告。一、交易情况（一）基本情况广东顺德联佳材料股份有限公司（以下简称“联佳股份”或“公司”）将与杨林签署《浙江粤顺商贸有限公司股权转让协议》，拟通过股权转让取得浙江粤顺商贸有限公司（以下简称“粤顺商贸”）20%的股权。粤顺商贸于2018年02月09日成立，注册资本已实缴，本次购买股权资产的对价确定为2,140,000.00元。股权转让完成后，联佳股份持有粤顺商贸80%股权，本次购买股权的事项不属于关联交易。",广东顺德联佳材料股份有限公司,杨林,浙江粤顺商贸有限公司
1205981756,广州越秀金融控股集团股份有限公司关于出售全资子公司广州友谊100%股权的进展公告。本广州越秀金融控股集团股份有限公司（以下简称“公司”）于2019年2月27日、2019年3月15日分别召开第八届董事会第二十五次会议、2019年第二次临时股东大会，审议通过了《关于出售子公司广州友谊100%股权的议案》，公司将所持广州友谊集团有限公司（以下简称“广州友谊”）100%股权转让予广州百货企业集团有限公司全资子公司广州市广商资本管理有限公司（以下简称“广商资本”）。具体内容详见公司于2019年2月28日、2019年3月16日在巨潮资讯网披露的相关公告。2019年3月28日，广州市市场监督管理局发出《准予变更登记（备案）通知书》，决定准予广州友谊的股东由越秀金控变更为广商资本。目前，公司持有广州友谊100%股权已过户到广商资本名下。1备查文件1、广州友谊集团有限公司准予变更登记（备案）通知书特此公告。广州越秀金融控股集团股份有限公司董事会2019年4月2日2,广州市广商资本管理有限公司,广州越秀金融控股集团股份有限公司,广州友谊集团有限公司
1205981875,"崇达技术股份有限公司关于继续收购深圳市三德冠精密电路科技有限公司20%股权的公告。一、交易概述1、本次交易的基本情况2018年7月2日，崇达技术股份有限公司（以下简称“公司”或“崇达技术”）与楼宇星、楼帅、吕亚签署了《崇达技术股份有限公司与楼宇星、楼帅、吕亚关于深圳市三德冠精密电路科技有限公司之股权转让协议》（以下简称“股权转让协议（一）”）及其补充协议，公司以自有资金18,000万元首次收购深圳市三德冠精密电路科技有限公司（以下简称“三德冠”或“标的公司”）20%股权。2018年9月10日，三德冠完成了20%股权过户等相关工商变更登记手续。具体内容详见公司于2018年7月3日、2018年9月12日分别刊载于巨潮资讯网的相关公告。根据补充协议约定，在控股三德冠之前，公司可以相应提高收购比例，收购价格按照目标公司100%股权估值为9亿元。2019年4月1日，公司与楼宇星、楼帅、吕亚签署《崇达技术股份有限公司与楼宇星、楼帅、吕亚关于深圳市三德冠精密电路科技有限公司之股权转让协议",崇达技术股份有限公司,楼宇星、楼帅、吕亚,深圳市三德冠精密电路科技有限公司
1205986876,深圳市理邦精密仪器股份有限公司深圳市理邦精密仪器股份有限公司关于收购股权完成工商变更登记备案的公告。本深圳市理邦精密仪器股份有限公司（以下简称“公司”）于2019年2月26日召开的第三届董事会2019年第一次会议，审议通过了《关于收购参股公司的全资子公司100%股权》的议案，同意公司以自有资金的方式收购Edan-MesserDiagnosticsLimited所持有的深圳理邦梅塞尔诊断有限公司（以下简称“深圳EMD”）100%的股权。本次交易以上海众华资产评估有限公司为本次交易出具的评估报告作为定价参考，经交易双方协商一致最终确定收购价格为250万美元。具体内容详见公司于2019年2月27日在巨潮资讯网披露的《关于收购参股公司的近日，深圳EMD已完成股权过户手续，取得了深圳市市场监督管理局换发的《营业执照》，换发的《营业执照》登记信息如下：统一社会信用代码：91440300016002748Q名称：深圳理邦梅塞尔诊断有限公司类型：有限责任公司（法人独资）法定代表人：张浩成立日期：2016年08月2,深圳市理邦精密仪器股份有限公司,Edan-MesserDiagnosticsLimited,深圳理邦梅塞尔诊断有限公司
1205988068,"华泰联合证券有限责任公司关于福州北控禹阳股权投资合伙企业有限合伙()要约收购四川金宇汽车城（集团）股份有限公司之财务顾问报告二〇一九年四月1重要提示本部分所述的词语或简称与本财务顾问报告“释义”部分所定义的词语或简称具有相同的涵义。本次要约收购的收购人为福州北控禹阳股权投资合伙企业（有限合伙）。截至本财务顾问报告签署日，收购人未持有金宇车城股份，收购人的一致行动人北京北控光伏科技发展有限公司、北清清洁能源投资有限公司、天津富驿企业管理咨询有限公司、天津富桦企业管理咨询有限公司、天津富欢企业管理咨询有限公司、南充市国有资产投资经营有限责任公司合计持有金宇车城38,142,455股股份，占金宇车城总股本的29.86%。本次要约收购为收购人自愿发起的部分要约收购。本次要约收购的目的为：增强对上市公司的控制权，通过优化法人治理与管理效率，促进上市公司稳定发展，增强上市公司的盈利能力和抗风险能力，提升对社会公众股东的投资回报。本次要约收购不以终止金宇车城的上市地位为目的。本次要约收购为向除北控光伏科技及其一致行动人以外的金宇车城股东发出的部分要约，要约收购股份数量为22,660,000股，占金宇",福州北控禹阳股权投资合伙企业,四川金宇汽车城（集团）股份有限公司,四川金宇汽车城（集团）股份有限公司
1205992527,"莱克电气股份有限公司关于股权出售的关联交易公告。重要内容提示：交易概述：公司拟以人民币2,000万元，向莱克（苏州）投资有限公司（以下简称“莱克投资”）出售公司全资子公司莱克电气信息科技（苏州）有限公司（以下简称“信息科技”）100%股权。过去12个月内与关联人进行的交易类别的相关的交易：过去12个月内公司未与莱克投资发生过股权转让的关联交易。需要提请投资者注意的其他事项：无一、关联交易概述为集中资源，进一步夯实公司精品小家电主营业务的发展，优化产业布局，助力莱克电气股份有限公司（以下简称“公司”）发展战略的实施，经公司董事会审议，把以信息技术为业务主体的莱克电气信息科技（苏州）有限公司从上市公司主体中剥离出去，同意公司采取账面净资产与实收资本孰高的定价原则，以信息科技的实收资本为定价依据，以人民币2,000万元的转让价格向莱克投资出售公司全资子公司信息科技100%股权。莱克投资系公司的控股股东，根据《上海证券交易所股票上市规则》关于关联方及关联交易的有关规定，莱克投资为公司的关联法人，上述股权出售事项构成关联交易。本次股权转让事项已经公司第四届董事会第十二次会议审议通过，关联1董",莱克（苏州）投资有限公司,莱克电气股份有限公司,莱克电气信息科技（苏州）有限公司
1206004277,"中信证券股份有限公司关于无锡贝斯特精机股份有限公司收购无锡旭电科技有限公司20%股权业绩承诺实现情况的核查意见。中信证券股份有限公司（以下简称“中信证券”、“保荐机构”）作为无锡贝斯特精机股份有限公司（以下简称“贝斯特”或“公司”）首次公开发行股票并在创业板上市的保荐机构，根据《证券发行上市保荐业务管理办法》、《深圳证券交易所创业板股票上市规则》、《深圳证券交易所创业板上市公司规范运作指引》等有关法律法规规定，对贝斯特收购无锡旭电科技有限公司20%股权业绩承诺实现情况进行了核查，具体情况如下：一、公司收购资产情况2018年5月7日，公司与无锡贝斯特投资有限公司（以下简称“贝斯特投资”、“控股股东”）共同以支付现金的方式收购石利、石杰（以下简称“交易对方”）所持有的无锡旭电科技有限公司（以下简称“旭电科技”、“标的公司”）70%股权，其中公司支付1,600万元收购了旭电科技20%股权（具体内容可详见公司于2018年5月8日在巨潮资讯网披露的《关于公司与关联方共同投资暨关联交",无锡贝斯特精机股份有限公司、无锡贝斯特投资有限公司,石利、石杰,无锡旭电科技有限公司
1206009873,"新疆雪峰科技（集团）股份有限公司关于收购尼勒克县雪峰民用爆破器材有限责任公司34%股权的公告。重要内容提示：新疆雪峰科技（集团）股份有限公司（以下简称“公司”）拟以2,683万元收购四川凯达化工有限公司持有的尼勒克县雪峰民用爆破器材有限责任公司（以下简称“尼勒克雪峰”）34%股权本次交易不构成关联交易本次交易不构成《上市公司重大资产重组管理办法》规定的重大资产重组交易实施不存在重大法律障碍本次收购事项尚需报自治区国资委等部门进行审批，因此项目可能发生不获批准的风险一、交易概述1.交易基本情况2019年4月，公司与四川雅化实业集团股份有限公司（以下简称“雅化集团”）、四川凯达化工有限公司（以下简称“四川凯达化工”）签署了《尼勒克县雪峰民用爆破器材有限责任公司股权转让协议》（以下简称“《股权转让协议》”）。根据《股权转让协议》的约定，公司拟以2,683万元自有资金收购四川凯达化工持有的尼勒克雪峰34%股权。本次交易完成后，尼勒克雪峰将成为公司的全资子公司。2.董事会审议情况2019年4月11日，公司召开第三届董事会第五次会议审议通过了《新疆雪峰科技（集团）股份有限公司关于收购尼勒克",新疆雪峰科技（集团）股份有限公司,四川凯达化工有限公司,尼勒克县雪峰民用爆破器材有限责任公司
1206011697,深圳市海王生物工程股份有限公司关于调整收购河南海王银河医药有限公司少数股东股权协议的补充公告。释义：公司、本公司、海王生物：深圳市海王生物工程股份有限公司河南海王：河南海王医药集团有限公司河南世普：河南世普企业管理咨询中心（普通合伙）河南海王银河、河南百悦：河南海王银河医药有限公司补充说明：公司于2019年3月30日、4月2日在《证券时报》、《中国证券报》、《上海证券报》及巨潮资讯网上刊登了《关于调整收购河南海王银河医药有限公司少数股东股权协议的公告》等相关内容。根据《深圳证券交易所股票上市规则》相关规定，因本事项需提交公司股东大会审议，公司应聘请具备证券、期货相关业务资格的会计师事务所对标的公司河南海王银河最近一年财务报告进行审计，并出具审计报告。目前河南海王银河2018年年度财务报告审计工作已经完成，现根据会计师事务所出具的其2018年度审计报告，对议案中涉及2018年度的数据进行补充公告。补充后公告的全文如下：一、概述公司于2017年4月21日召开的第七届董事局第六次会议及2017年5月19日召开的2016年年度股东大会，审议通过了《关于拟收购河南海王百悦医药有限公司少数股东股权,深圳市海王生物工程股份有限公司,河南海王银河医药有限公司,河南海王银河医药有限公司
1206013136,"江苏澳洋顺昌股份有限公司关于收购控股子公司少数股权的进展公告。江苏澳洋顺昌股份有限公司（以下简称“公司”）于2019年2月22日召开的2018年年度股东大会审议通过了《关于收购控股子公司少数股权暨关联交易的议案》，同意收购香港绿伟有限公司及苏州毅鹏源股权投资合伙企业（有限合伙）所持江苏绿伟锂能有限公司（以下简称“江苏绿伟”）合计52.94%股权。上述交易完成后，公司将持有江苏绿伟100%股权，江苏绿伟成为公司的全资子公司。详细内容请见《证券时报》及巨潮资讯网上刊登的公司2019-019号《关于收购控股子公司少数股权暨关联交易的公告》。2019年4月11日，江苏绿伟股权变更的相关审批手续办理完成，江苏绿伟于2019年4月12日领取了张家港市行政审批局换发的《营业执照》，公司持有江苏绿伟100%股权，江苏绿伟公司类型由有限责任公司变更为有限责任公司（法人独资），注册资本由原来的3400万美元折成人民币21,601.755436万元。特此公告。江苏澳洋顺昌股份有限公司董事会二〇一九年四月十二日",江苏澳洋顺昌股份有限公司,香港绿伟有限公司、苏州毅鹏源股权投资合伙企业,江苏绿伟锂能有限公司
